"";"ans1";"Biospheric-1biospheric";"Biospheric-2biospheric";"Biospheric-3biospheric";"Biospheric-4biospheric";"commCheck";"concernClimate1";"concernClimate2";"dummy_informedconsent";"education";"feedback_critic";"ID";"lrscale";"mean_BiosphericValues";"mean_CCCprobability";"mean_CET";"mean_PolicyItems";"mean_RiskPerception";"meta.devicePixelRatio";"meta.language";"meta.locale";"meta.platform";"meta.screen_height";"meta.screen_width";"meta.scroll_height";"meta.scroll_width";"meta.timeZone";"meta.timezoneOffset";"meta.userAgent";"meta.window_innerHeight";"meta.window_innerWidth";"policyItems-1";"policyItems-2";"policyItems-3";"policyItems-4";"policyItems-5";"policyItems-6";"policyItems-7";"policyItems-8";"probabilityClimate1";"probabilityClimate2";"PROLIFIC_PID";"Risk-1riskProb";"Risk-2riskProb";"Risk-3riskProb";"Risk-4riskProb";"rlgdgr";"total_min_prolific_t2";"CAM_ID";"participantCAM";"mean_valence_macro";"mean_valence_normed_macro";"density_macro";"transitivity_macro";"centr_degree_macro";"centr_clo_macro";"centr_betw_macro";"centr_eigen_macro";"meanDistance_directed_macro";"meanDistance_undirected_macro";"diameter_weighted_undirected_macro";"diameter_unweighted_undirected_macro";"diameter_unweighted_directed_macro";"num_nodes_macro";"num_nodes_pos_macro";"num_nodes_neg_macro";"num_nodes_neut_macro";"num_nodes_ambi_macro";"num_edges_macro";"num_edges_solid_macro";"num_edges_dashed_macro";"num_edges_invaliddashed_macro";"meanWeightEdges_macro";"reciprocity_macro";"assortativity_valence_macro";"assortativityDegree_macro";"degreetot_micro_ClimateChange";"valence_micro_ClimateChange";"centr_clo_micro_ClimateChange";"transitivity_micro_ClimateChange";"country"
"105";"Because impacts of climate change are usually negative and sad.";7;6;4;6;1;3;2;1;"bachelor";"";30;"7";5,75;2,75;1;4,25;4;1;"en-US";"en-US";"MacIntel";900;1440;435;1440;"America/Indianapolis";300;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36";788;1440;7;2;2;2;5;4;7;5;3;3;"5c95493ddd325800166f838a";5;5;3;3;"5";23,7333333333333;"7ef5354d-cbba-4038-8ea6-3ee2e35fab91";"noID";-1;-0,307692307692308;0,217948717948718;0,384615384615385;0,198717948717949;0,34980483549571;0,508838383838384;0,529849899951353;2,66666666666667;2,66666666666667;6;6;6;13;3;7;0;3;17;17;0;1;1;1;0,228865979381445;-0,263788968824939;4;-1;1;0,166666666666667;"USA"
"106";"The problems and evidence around climate change are very real.
The evidence of it I perceive as negative as it is ruining the planet and environment. 
I believe that political and financial measures are the key to solving it and I view them as negative as there isn't really a way to have every country cooperate and there is just too much financial gain to keep poluting.

";9;9;9;9;1;7;5;1;"master";"this was an interesting study";31;"3";9;5,5;0;6,75;7;1,5;"en-GB";"en-GB";"Win32";720;1280;436;1280;"America/Indianapolis";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";563;1280;7;6;7;7;7;6;7;7;3;7;"645d33a2abc8fe8abb1aa87a";7;7;7;7;"4";29,6333333333333;"2580a74b-b9c5-4272-b83c-f46a72725393";"noID";-1,5;-0,5;0,166666666666667;0;0,196969696969697;0,390527748834594;0,580165289256198;0,599625803451725;3,6969696969697;3,6969696969697;8;5;5;12;1;7;1;3;11;10;1;0;1,27272727272727;1;-0,609756097560975;-0,675496688741722;3;0;1;0;"USA"
"107";"It seems like it is just a way to force people to believe the climate change agenda.";8;8;8;8;1;2;2;1;"highschool";"no";32;"9";8;2,5;1;1,375;3,5;1,08;"en-US";"en-US";"Win32";1000;1778;435;1520;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0";856;1520;4;1;1;1;1;1;1;1;3;3;"63978402e524eebeace93868";5;4;2;3;"10";28,35;"e307ac97-d8dd-4b99-b3c6-5e62b78eb3ca";"noID";-1,46153846153846;-0,692307692307692;0,269230769230769;0,315789473684211;0,314102564102564;0,511656277235739;0,577020202020202;0,591917391025739;2,43589743589744;2,43589743589744;6;4;4;13;1;10;2;0;21;21;0;2;1,28571428571429;1;-0,267605633802816;-0,204918032786885;7;0;1;0,142857142857143;"USA"
"108";"Because the mind map is a representation of what the media states is a problem with Climate Change. It's a negative picture. ";7;7;7;7;1;1;1;1;"highschool";"";33;"10";7;1,25;1;2,625;1,75;1;"en-US";"en-US";"Win32";1080;1920;435;922;"America/Los_Angeles";480;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";889;922;6;1;2;1;5;1;1;4;1;2;"5d8a64630ffb9c001746ca2c";2;2;1;2;"1";42,8833333333333;"b90743d8-4751-4868-83ef-f08e54b971bb";"noID";-1,30769230769231;-0,769230769230769;0,217948717948718;0,3125;0,365384615384615;0,542470199444497;0,509469696969697;0,685615553323878;3,32051282051282;3,32051282051282;7;4;4;13;1;11;0;1;17;16;1;0;1,41176470588235;1;-0,152542372881355;-0,241408934707904;7;0;1;0,238095238095238;"USA"
"109";"Climate change creates hunger and death for mankind. Our population is too high for the planet to support very far into the future. I fear for my children's, children.";9;9;9;9;1;3;4;1;"bachelor";"The amount of false information on this issue is staggering. I cannot stand fear mongering in order to benefit new markets.";34;"7";9;2,25;0,6;3,875;5,75;2;"en-US";"en-US";"MacIntel";956;1470;435;1470;"America/Denver";420;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15";867;1470;7;1;6;1;7;3;2;4;1;1;"651f8f555a5fde411587c859";7;7;2;7;"4";34,4333333333333;"5cef7f4a-4a4f-49bc-909e-2c256ab6ed40";"noID";-1,30769230769231;-0,461538461538462;0,153846153846154;0;0,846153846153846;1;1;0,775990762260204;1,84615384615385;1,84615384615385;2;2;2;13;3;9;1;0;12;12;0;0;1;1;-0,806451612903226;-1;12;0;1;0;"USA"
"110";"Overall climate change will be negative besides humans having to either invent tools to mitigate it or change our behavior to slow it down.";5;5;5;4;1;5;5;1;"highschool";"I would have like the option to review the complete instruction while making the map. The context about the strength of the connection was hazy.";35;"9";4,75;4;1;2,25;5;1,1;"en-US";"en-US";"MacIntel";1080;1920;435;1745;"America/Chicago";360;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";850;1745;3;3;3;1;3;1;1;3;2;4;"631a68ee10ec68377cb03457";5;5;5;5;"1";45,6666666666667;"6b4b17f8-ef70-4886-81c9-6cf973857cf5";"noID";-1,15384615384615;-0,538461538461538;0,179487179487179;0;0,320512820512821;0,506729310931348;0,647516835016835;0,694919207152378;3,88461538461538;3,88461538461538;9;5;5;13;3;10;0;0;14;14;0;0;1,64285714285714;1;0,416666666666672;-0,26829268292683;6;-1;1;0;"USA"
"111";"I feel that climate change is being used to control us and make us more dependent on the government. It's being used as a scare tactic for more control.";8;6;7;6;1;1;1;1;"bachelor";"n/a";36;"8";6,75;1,25;1;2,625;1,75;1;"en-US";"en-US";"Win32";1080;1920;435;1920;"America/Chicago";360;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";963;1920;3;1;4;1;5;1;1;5;1;2;"62e2deadd18974300540f870";2;2;1;2;"9";30,7333333333333;"d2d54648-9658-4471-85ab-16029014067b";"noID";-0,0769230769230769;0;0,397435897435897;0,576158940397351;0,602564102564103;0,822722784923742;0,608164983164983;0,588527383152124;4,41025641025641;4,41025641025641;6;2;2;13;6;6;1;0;31;16;15;9;2,83870967741935;1;0,13888888888889;-0,307890499194847;12;0;1;0,287878787878788;"USA"
"112";"When I think about climate change I think more about its disadvantages than any advantages. It's something you want to prevent from happening.";8;9;9;8;1;5;4;1;"bachelor";"";37;"7";8,5;4,5;0,52;4,625;6;1;"en-US";"en-US";"Win32";1080;1920;435;1525;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";879;1525;7;3;7;3;7;1;2;7;4;5;"5deb638bff7f7126d6fb5142";7;6;5;6;"8";32,4666666666667;"4b85dbb7-184c-4310-ba58-1872b5f1a6d0";"noID";-1,375;-0,5;0,125;0;0,408333333333333;0,617892710443861;0,853333333333333;0,789668021176052;2,6;2,6;4;4;4;16;4;12;0;0;15;15;0;3;1;1;0,440993788819874;-0,353006681514477;8;-2;1;0;"USA"
"113";"Climate change, as least as presented by the media, is quite threatening.";6;7;7;6;1;3;1;1;"master";"";38;"10";6,5;2,25;0,64;3,375;4;1;"en-US";"en-US";"Win32";768;1366;435;1366;"America/Chicago";360;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";641;1366;5;1;4;4;4;4;1;4;1;4;"62dc177e02f82aabb20aebc2";5;5;1;5;"11";33,3166666666667;"ab0517e9-d552-4b25-bca5-88f22403fa49";"noID";-1,75;-0,583333333333333;0,166666666666667;0;0,378787878787879;0,598768510900864;0,793388429752066;0,738759215423189;2,45454545454545;2,45454545454545;4;4;4;12;1;8;0;3;11;11;0;0;1;1;-0,12820512820513;-0,431818181818182;6;0;1;0;"USA"
"114";"I feel like there are things that individuals can do to help with and to also prevent climate change and the biggest is consumer overuse.";7;7;7;8;1;5;5;1;"bachelor";"no";39;"11";7,25;4,75;1;4,875;4,75;1,25;"en-US";"en-US";"Win32";864;1536;436;1536;"America/Chicago";360;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";739;1536;3;6;4;4;6;5;6;5;4;5;"60859f820e5009a67adb3921";5;5;4;5;"7";24,2;"1b4fca24-701b-47a4-a97d-9309dc76bc9a";"noID";0,153846153846154;0;0,166666666666667;0;0,166666666666667;0,328082358289338;0,525252525252525;0,692234089775926;3,33333333333333;3,33333333333333;8;8;8;13;6;6;1;0;13;13;0;0;1;1;0,261363636363639;0,078740157480317;4;0;1;0;"USA"
"115";"Most of my experience with climate change were negative.  

Obviously, the impact of climate change on the world is negative.  There's bad weather conditions, less food, and less space to live.  The impact is very far reaching.  

The social aspects of climate change are also negative.  The social media, advertisements, and donation requests are acceptable, but there's a never ending verbal battle between both political sides that's kind of annoying now.  

I wish we could all just take a poll and go with the majority,  I just want to stop arguing about it.  ";6;5;5;6;1;2;2;1;"bachelor";"There are a few spelling mistakes and typos in the study.  ";40;"7";5,5;3,25;1;2,375;4,5;1;"en-US";"en-US";"Win32";1080;1920;435;1920;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";963;1920;2;2;4;1;4;1;1;4;3;6;"65562093cb3d4b04b4d3e8da";5;6;2;5;"3";31,3833333333333;"d0515546-4e0e-4503-b026-23d3c77707da";"noID";-1,08333333333333;-0,416666666666667;0,196969696969697;0,25;0,257575757575758;0,483959670231729;0,67603305785124;0,681729078784506;5,31818181818182;5,31818181818182;13;5;5;12;2;7;1;2;13;12;1;0;2;1;-0,213333333333334;-0,106382978723405;5;0;1;0,1;"USA"
"116";NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;41;NA;NA;NA;NA;NA;NA;2;"en-US";"en-US";"MacIntel";900;1440;435;1440;"America/Denver";420;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";790;1440;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"63cedc8a97a0bb604736baea";NA;NA;NA;NA;NA;NA;"2b89168e-c146-4d72-b4ee-9760354aed6a";"noID";-1,83333333333333;-0,583333333333333;0,181818181818182;0,157894736842105;0,181818181818182;0,382517256322508;0,44297520661157;0,653155521457982;3,59090909090909;3,59090909090909;8;5;5;12;1;8;2;1;12;10;2;0;1,25;1;-0,180327868852458;0,120418848167539;4;0;1;0,166666666666667;"USA"
"117";"It's negative because I live on a farm in midwestern USA and last summer we barely had any rain due to climate change.  We had to draw water with a higher iron content from our well and even broke the well pump in the process. It was touch and go. We have over 30 fruit trees that desperately need rain, on our three acres of land. I'm appalled at the selfish choice of so many to use plastic bags, to not give thought or care to the environment by picking up their trash. Our farm is on solar power. We're trying but unless humanity changes their ways, we will not be able to continue to grow crops on our homestead.";9;9;9;9;1;7;7;1;"bachelor";"Lots to think about. Thank you for the opportunity!  We'll keep trying on our end to conserve.  My husband and I are committed to doing our part.";42;"9";9;6,75;0,36;5,75;7;2;"en-US";"en-US";"MacIntel";900;1440;435;1237;"America/Chicago";360;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";664;1237;2;5;6;6;7;6;7;7;6;7;"647648baa82fb44bb109f367";7;7;7;7;"10";32,4666666666667;"9234bed4-391b-4013-b403-15f845110f5e";"noID";-0,461538461538462;-0,153846153846154;0,217948717948718;0,169811320754717;0,532051282051282;0,674174634143286;0,717171717171717;0,716139517347076;5,75641025641026;5,75641025641026;9;3;3;13;5;7;1;0;17;7;10;4;2,76470588235294;1;-0,212403100775192;-0,443023255813953;9;0;1;0,0833333333333333;"USA"
"118";"Because I focus on the things we can do to fix climate change instead of focus on the negative. I always like to see positive in negative situations.";8;9;8;7;1;6;5;1;"highschool";"";43;"5";8;5,25;0,44;5;6,25;1;"en-US";"en-US";"Win32";768;1366;435;1366;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";689;1366;5;3;5;6;7;4;6;4;5;5;"5f35cd449bf003039842077f";6;7;6;6;"9";38,8666666666667;"0d3e1684-6c94-4e12-a3bc-208b4ca6a237";"noID";1,30769230769231;0,461538461538462;0,153846153846154;0;0,262820512820513;0,436868761868762;0,599747474747475;0,640203549287784;5,41025641025641;5,41025641025641;11;4;4;13;9;3;1;0;12;9;3;2;1,91666666666667;1;0,247386759581882;-0,752808988764045;3;0;1;0;"USA"
"119";"Overall there were a lot of factors that I could think of that contributed to climate change and thus were negative to me.";8;9;9;7;1;7;7;1;"bachelor";"Good luck on your research!";44;"3";8,25;6,75;0,04;6;6,75;0,9;"en-US";"en-US";"Win32";768;1366;435;1509;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0";688;1508;7;2;7;7;7;4;7;7;6;7;"629a7466cebc9523d66d4d8e";7;7;6;7;"10";29,0166666666667;"99743e4f-f8a6-4f5b-b0b6-a859ee32c7fc";"noID";-0,466666666666667;-0,133333333333333;0,2;0,25;0,442857142857143;0,568011510399579;0,648351648351648;0,643822889555411;4,87619047619048;4,87619047619048;9;3;3;15;6;8;0;1;21;13;8;0;2,38095238095238;1;0,257367387033399;-0,541340295909487;6;-3;0,863636363636364;0,266666666666667;"USA"
"120";"I do not feel positive about climate change as I have witnessed the problems it brings first hand in my community. I am negatively affected by the effects of climate change and feel that the global community scoffs at taking any serious actions against it.";9;9;9;9;1;7;7;1;"bachelor";"Nothing else to add, thank you.";45;"9";9;7;0,76;7;7;1,25;"en-US";"en-US";"Win32";1152;2048;436;2048;"America/Phoenix";420;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";1003;2048;7;7;7;7;7;7;7;7;7;7;"6406300d0af7758269c8dc0b";7;7;7;7;"2";29,7833333333333;"09bee700-776d-494a-88d5-023d9f7a72ee";"noID";-0,266666666666667;0;0,238095238095238;0,397058823529412;0,19047619047619;0,446562158872818;0,514717425431711;0,558188100163829;3,65714285714286;3,65714285714286;9;4;4;15;7;7;0;1;25;14;11;10;1,72;1;0,267872523686478;0,00110987791342817;6;0;1;0,2;"USA"
"121";"Climate change largely brings about negative consequences for humanity and the overall ecosystem on planet Earth. My mind map is negative because it represents many of the disastrous effects of climate change, there are a couple of hidden positives that can come out of the crisis technologically, but the disastrous effects of not addressing climate change and the already baked-in disastrous effects that we will experience whether we address climate change or not, greatly outweigh any positives. I am unable to think about this subject without the negatives weighing heavily on my mind.";9;8;9;7;1;7;6;1;"highschool";"";46;"3";8,25;6,75;0,6;5,125;6,75;1,125;"en-US";"en-US";"Win32";864;1536;436;1707;"America/Chicago";360;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";842;1707;7;4;7;2;7;3;5;6;7;7;"58cbd0a55d42920001414dd3";7;7;6;7;"1";39,15;"a80ea765-68ab-4271-9f18-16bc8af11487";"noID";-1,5;-0,428571428571429;0,197802197802198;0,225;0,263736263736264;0,367929360625405;0,561143984220907;0,646209742579384;4,57142857142857;4,57142857142857;11;6;6;14;3;9;0;2;18;14;4;1;1,83333333333333;1;0,320754716981133;-0,605405405405406;2;-3;0,857142857142857;0;"USA"
"122";"I was trying to show I was certain there are signs of climate change occurring now. ";8;8;8;8;1;7;6;1;"bachelor";"Very well done study. ";47;"2";8;6;0,08;6;7;1,25;"en-US";"en-US";"Win32";768;1366;436;1093;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";526;1093;7;6;7;5;7;5;5;6;4;7;"5b7e118e87d85f0001baac27";7;7;7;7;"7";36,7833333333333;"eaa2d325-65e2-4d29-aee7-ccb7d7d6923d";"noID";2,75;1;0,181818181818182;0,130434782608696;0,272727272727273;0,354707430340557;0,59504132231405;0,577768692715763;2,63636363636364;2,63636363636364;5;5;5;12;12;0;0;0;12;12;0;0;1;1;NA;-0,59752321981424;3;3;1;0,333333333333333;"USA"
"123";"Climate change is real and we are in imminent danger. While there are new industries being created around combating it, as well as renewable resources being explored, we are still in a danger zone. Also, there are far too many people not taking it seriously.";9;9;9;9;1;7;7;1;"master";"interesting study. thank you!";48;"2";9;6,25;0,16;6,25;7;1;"en-US";"en-US";"MacIntel";900;1440;435;1440;"America/Chicago";360;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0";705;1440;7;6;6;6;7;5;6;7;5;6;"5c347cb8bef9a20001e30950";7;7;7;7;"3";24,35;"e0d63498-a4b1-450f-8288-0cf56a5b106e";"noID";-0,307692307692308;-0,153846153846154;0,256410256410256;0,176470588235294;0,243589743589744;0,417092154333534;0,323863636363636;0,575713430035292;4,92307692307692;4,92307692307692;11;4;4;13;4;6;1;2;20;8;12;6;2,4;1;-0,331557922769642;-0,05865522174535;6;-2;1;0,133333333333333;"USA"
"124";"I don't feel favorably towards climate change. I know it's happening but it's inevitable and it's something we cannot reverse. Democrats keep pushing for green energy which is great but the means to the end is not ideal. There's been great discoveries of clean energy, but those people were either killed or prevented from having their discovery known to all - all because of greed. ";8;8;8;5;1;2;2;1;"bachelor";"";49;"11";7,25;2,75;0,36;3,25;3,25;1;"en-US";"en-US";"Win32";1080;1920;435;1872;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0";958;1872;6;1;4;1;6;1;1;6;3;4;"5c7a94dc8fbcb100146b6dc7";4;4;2;3;"1";31,2666666666667;"af079255-9c4b-4c61-97aa-90dc1eea7113";"noID";-1,46153846153846;-0,538461538461538;0,153846153846154;0;0,0961538461538462;0,278257973062377;0,481060606060606;0,640015748728792;3,61538461538462;3,61538461538462;8;8;8;13;2;9;1;1;12;12;0;0;1;1;0,18840579710145;0,186440677966101;3;0;0,90625;0;"USA"
"125";"I feel like climate change is grossly misrepresented by people with selfish agendas. It is inevitable and people throughout all of history have adapted so the idea that we should drastically fund massive projects and alter our way of life for moving the needle in the smallest way is ridiculous. I don't have a lot of support for big climate change agendas. ";4;4;4;4;1;1;1;1;"bachelor";"I don't have any criticisms of the study. It all worked well on my end. No technical issues. ";50;"9";4;1,25;1;1;1,5;2;"en-US";"en-US";"MacIntel";900;1440;435;1440;"America/Denver";420;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";790;1440;1;1;1;1;1;1;1;1;1;2;"61188057fe5a395476806c12";2;2;1;1;"11";19,0666666666667;"4f57300d-a785-4cce-ae9e-6632a27c4122";"noID";-1,38461538461538;-0,538461538461538;0,205128205128205;0,292682926829268;0,211538461538462;0,385723148477817;0,45770202020202;0,644848492026127;4,25641025641026;4,25641025641026;9;5;5;13;0;7;5;1;16;8;8;4;1,875;1;0,0303030303030303;-0,245801526717557;5;0;1;0,2;"USA"
"126";"I feel climate change can offer more negatives than positive. ";9;9;9;9;1;3;2;1;"highschool";"";51;"5";9;3;0,64;3,875;3;1;"en-US";"en-US";"Linux x86_64";768;1366;435;1366;"America/New_York";300;"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36";660;1366;3;5;3;2;6;3;3;6;3;4;"60c14a3e834adb62102cffa0";3;3;4;2;"3";24,4166666666667;"6a0f6455-11e4-4a1d-a94a-9c2d253379ce";"noID";-0,230769230769231;-0,153846153846154;0,192307692307692;0,171428571428571;0,307692307692308;0,533898313953197;0,631313131313131;0,6894245115331;4,42307692307692;4,42307692307692;9;4;4;13;4;6;2;1;15;7;8;5;1,8;1;-0,119842829076621;-0,277027027027028;6;0;1;0,133333333333333;"USA"
"127";"A lot of things cause climate change, and I feel negatively towards them. A lot of things can fight climate change, but I don't think they outweigh the things that are negative.";7;7;6;5;1;7;5;1;"highschool";"I did not get this study on Prolific the normal way and I just hope I get paid fairly.";52;"1";6,25;6,5;1;6;6,75;1;"en-US";"en-US";"Win32";1080;1920;435;1920;"America/Los_Angeles";480;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";963;1920;7;7;7;5;7;6;4;5;7;7;"5c395df5f5ebd50001850900";7;7;6;7;"1";NA;"9e52898e-2f12-442d-9355-25de1f493c34";"noID";-0,357142857142857;-0,142857142857143;0,230769230769231;0,217391304347826;0,461538461538462;0,597515521111005;0,680802103879027;0,660262705768093;6,02197802197802;6,02197802197802;9;3;3;14;5;7;1;1;21;15;6;0;2,95238095238095;1;-0,0964812712826327;-0,518072289156626;9;0;1;0,0833333333333333;"USA"
"128";"I am not sure what to think about climate change.  There is so much conflicting information that I am not ready to definitively say it is man made or naturally occurring or if it is a combination of both.  For those reasons I let my map show a neutral concept.  ";9;9;6;9;1;2;1;1;"highschool";"I have never taken a study like this one where I drew a map that way.  The instructions could have been very confusing, but they were clear and able to be followed easily";53;"11";8,25;1,75;0,6;1,625;4,5;1;"en-US";"en-US";"Win32";768;1366;435;1366;"America/Chicago";360;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";607;1366;4;1;1;3;1;1;1;1;1;3;"62d59a066ee263bb659aa445";6;5;2;5;"8";NA;"629ef321-1eb8-4aed-ac12-505ca48b0f40";"noID";0;0;0,179487179487179;0,125;0,153846153846154;0,378993819317342;0,493055555555556;0,654760502218908;2,74358974358974;2,74358974358974;5;5;5;13;5;5;1;2;14;14;0;4;1;1;-0,0769230769230789;-0,387387387387388;4;0;0,814814814814815;0;"USA"
"129";"I had a good time mapping out issues and ideas for being outside. I am generally a positive person ";9;9;9;9;1;7;4;1;"highschool";"Everything was good. The map was kind of confusing. i didn't know how to create the  map it took me forever to understand it. ";54;"1";9;5,25;0,76;2,5;6;2;"en-US";"en-US";"MacIntel";1050;1680;435;1091;"America/New_York";300;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";811;1091;7;1;7;1;1;1;1;1;3;7;"63d13f2f59ef764f641406dd";7;7;6;4;"2";NA;"e948cfe8-0c4d-4642-bdf8-26e9d3dc8caa";"noID";0,714285714285714;0,357142857142857;0,230769230769231;0,25;0,153846153846154;0,163525218800262;0,190598290598291;0,523177252508139;2,37362637362637;2,37362637362637;5;5;5;14;8;3;2;1;21;21;0;2;1;1;-0,31707317073171;-0,289473684210524;5;0;1;0,2;"USA"
"130";NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;55;NA;NA;NA;NA;NA;NA;1;"en-US";"en-US";"Win32";940;1927;435;1920;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";933;1920;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5fff542aeed8c2065133114e";NA;NA;NA;NA;NA;21,65;"ff74c89c-f2cb-4126-8d9c-826d90b7da2e";"noID";-1,46153846153846;-0,538461538461538;0,217948717948718;0,171428571428571;0,115384615384615;0,332711808364035;0,353745791245791;0,515377972309367;4,55128205128205;4,55128205128205;10;5;5;13;2;9;0;2;17;15;2;0;2;1;-0,449180327868848;-0,121527777777778;4;-2;0,954545454545454;0,166666666666667;"USA"
